ID;Age;Experience;Income;ZIP Code;Family;CCAvg;Education;Mortgage;Personal Loan;Securities Account;CD Account;Online;CreditCard
3233,8462;42;12,930453;82,9753;92395,14;0;2,5;3;0;0;0;0;1;1
3953,2983;50,007973;25,189125;24;92732,51;0;0,66375804;2;0;0;0;0;1;0
1873,9695;56;30;182,18935;95612,4;0;6,111953;1;0;0;0;0;1;0
302,3367;58;33;20,119724;94105,945;0;1,1;2;0;0;0;0;1;0
4018,4832;44,342518;17;39;93013,66;0;0,5;2;0;0;0;0;0;1
184,45825;60;34;34,404095;90024,58;0;0;3;0;0;0;0;0;0
1594,2095;38;13;22,997105;94029,29;0;1,1;3;0;0;0;0;1;0
842,16406;59;34;64,52114;90832,35;0;2,282421;3;0;0;0;0;0;0
3263,9753;42;16;29,088118;94120,82;0;1,6;1;171,31834;0;0;0;0;1
2638,4116;43,69542;18;12,4735365;95011,01;0;0,3;2;0;0;0;0;0;0
1435,0797;35,51736;17,575396;43;95038,12;0;2;1;99,36294;0;0;0;0;0
3294,13;38;15;44,511715;92126,65;0;1,7;3;323,95895;0;0;0;0;0
3639,4612;42,92823;14;48,1124;94534,04;0;1,4;2;0;0;0;0;1;0
3530,6008;35,000008;5,8884444;40;92107,43;0;0,8;3;0;0;1;0;1;0
1143,2699;35,46614;8,902524;135,71225;90095;1;4,681306;3;0;1;0;1;1;1
988,57556;23,459887;-0,8186298;62;92823,195;0;2;3;0;0;0;0;0;0
2761,4028;52;30;62;92122,63;0;0,3;1;0;0;1;0;1;0
422,1111;26;-0,4004936;38;94304,805;0;2;2;0;0;0;0;1;1
3299,066;26;5;47,607517;94305;0;0,67214954;1;175,77411;0;0;0;0;1
2348,0586;62;36;18,947954;90491,96;0;0,3;2;0;0;0;0;0;0
4319,866;28,726982;0,8569575;131,96953;90089;0;2,61616;2;0;0;0;0;0;0
655,4413;41;16;158,9872;93002,97;1;2,9260688;1;0;0;0;1;0;1
2449,8088;34;8,429364;128,58209;94929,26;0;2,6;1;255,6893;0;0;0;1;1
3085,005;39,301167;17;175,1838;92370,49;0;7,7779164;1;0;0;0;0;1;0
4207,9224;40;13,922951;22,90278;90266,59;0;0,16033222;3;0;0;0;0;1;0
2450,0022;49;25,447643;51;91628,28;0;2,416956;3;104,83457;0;0;0;0;1
3382,0254;34;11;60;91612,484;0;2,5;3;227,74324;0;0;0;0;0
1329,9252;27;2;38,581867;95124,77;0;1,4;3;0;0;0;0;1;0
4494,1304;30;5;112,132126;95039,46;0;2,3;3;89,229294;1;0;0;1;1
1040,0663;64;38;117,55221;95751,73;0;1,5;1;0;0;0;0;1;0
1106,8673;39;11;48,095047;91623,86;0;0;1;158,78947;0;1;0;1;0
4415,5273;41,106575;16;12,077211;93081,945;0;0,8;3;155,01541;0;0;0;0;1
661,1605;59;33,516434;20;95616;0;0,6353898;2;0;0;0;0;1;0
403,28458;52;29;121,325905;93988,66;0;7,1604967;1;0;0;0;0;0;1
846,46;53;25;81;92762,28;0;1,1;3;0;0;0;0;0;0
3560,3542;34;8;40,57398;93931,055;0;2,3;2;0;0;0;0;0;0
2335,4758;34;8;144,11139;95036,695;0;0,053589065;1;0;0;0;0;1;0
2396,4475;56;30;39;94301,57;0;1,4;3;0;0;0;0;1;0
521,75165;60;35;8,521052;94105,33;0;0,3;3;0;0;0;0;0;0
4017,5417;48;20,805477;68,03327;91324,73;0;1,2567395;3;0;0;0;0;0;1
1789,0082;66,300514;39;30;95006,32;0;2,3;3;156,42532;0;0;0;0;0
4232,071;51;24;146,62376;95616;0;5,3000436;1;0;0;0;0;0;1
793,0429;58;31,908215;37,588;94090,49;0;0,1;3;0;0;0;0;1;0
3173,416;31,358969;5;82,582634;94524,195;0;2,5;1;0;0;0;0;0;0
559,7605;55;28;40;92377,61;0;2,6463614;3;0;0;0;0;1;0
3260,916;47;20;11,439697;94865,48;0;0,4;2;0;0;0;0;1;0
4744,633;44;20;42,977554;92811,24;0;2,6;1;0;0;0;0;0;0
990,32306;63;34;123,285385;94110,37;0;5,2653646;3;0;0;0;0;0;0
875,13086;52;23,104448;39,915924;92143,27;1;1,6;3;0;0;1;1;1;1
1928,951;42,28023;18,762161;21;95013,8;0;0,5;3;0;0;0;0;1;0
283,4433;40;14;134,058;92007,13;0;1;3;502,13666;1;0;0;0;1
3080,9421;51;26,923744;63,367294;92093;0;1,531701;1;0;0;0;0;0;0
107,73074;44;21,550764;39;94058,81;0;2,1;1;0;0;0;0;0;1
3912,8982;55;32,3888;83,29448;94303,016;0;1;2;0;0;0;0;1;0
2450,7385;27;2;29;93545,76;0;1;1;174,56413;0;0;0;1;1
1336,6467;35,157574;10;156,38156;92093;0;2,4;1;0;0;0;0;1;0
2912,6133;38;6;123,62514;95010,81;1;8,196458;2;261,42484;1;0;1;1;1
4069,4846;49;27;82,92794;90267,266;0;1,6270324;1;0;0;0;0;1;0
4293,971;49;22;26,49955;90291,4;0;2;3;0;0;0;0;1;0
2822,644;32;6;22;91306,34;0;0,6;1;0;0;0;0;1;0
966,2599;65,19364;41,125805;48,228973;92737,08;0;1;1;0;0;0;0;0;0
4727,351;52;24;78,13794;93106;0;1,1;3;0;0;0;0;0;0
4649,1616;26,846197;3;42,975876;94117,74;0;1,9;1;139,25374;0;0;0;1;0
3502,4973;59;34,371048;149,94049;90500,58;1;7,5030885;2;0;1;0;1;0;0
1190,9946;49,98647;22;83,799995;95112,05;0;2,7;3;0;0;0;0;1;0
4570,534;46,55191;23,844376;24;95136,625;0;0,9609099;3;135,0243;0;0;0;1;1
3497,731;56;32;22;92109,23;0;0,2;1;0;0;0;0;1;1
1596,239;46,812904;19,6624;81;92008,8;0;2,974812;2;0;0;0;0;0;0
4585,721;29;5;32,430164;94645,79;0;1,0243316;1;0;0;0;0;1;0
1859,0365;32;5;48,252888;92093;0;2;1;0;0;0;0;0;0
1764,1611;42;17;128,40077;94134,27;0;2,08318;1;336,6373;0;0;0;0;0
3610,1467;61,90578;36,793407;116,08776;92624,91;0;2,4;1;0;0;0;0;1;1
3359,3513;51;22;55;94718,33;0;1,1;3;0;0;0;0;1;0
4115,5938;36;9;81;90022,62;0;2,2;3;0;0;0;0;0;1
3250,8818;42;17;181,31471;94528,336;1;5,9976225;1;0;0;0;1;1;0
3800,1343;35;8,745206;72,28977;91582,81;0;0,1;3;0;0;0;0;1;0
933,426;49;23,8495;162,5516;91116,59;0;8,461502;2;0;1;0;0;1;1
1821,4487;35;7;149,06409;90757,516;0;0,19811204;2;0;1;0;0;0;0
1121,638;35;10,774209;131,90521;91320;0;1,5;1;0;0;0;0;0;0
2549,6287;43;17;66,51772;90962,51;0;2,5;1;155,43956;0;0;0;0;0
517,9747;33,57878;10;32,834717;95039,54;0;1,4;1;0;0;0;0;1;0
1467,5144;42,04846;15,182346;68,80735;92816,75;0;2,8513227;2;113,930176;0;0;0;1;1
4386,753;45;14;24,12284;95621,875;0;0,89120704;2;0;0;1;0;1;0
957,97833;40;11,8232975;54,242313;94304,66;0;1,9;3;0;0;0;0;1;0
2244,0974;52;25;33,103233;95816,91;0;1;3;0;0;0;0;1;0
4175,0806;58;32;20,626738;94720;0;2;3;0;0;0;0;1;0
4202,088;38;9;67,393394;93543,016;0;2,6930346;2;0;0;0;0;1;1
1922,5844;32;2;158,63142;94304,055;1;1;1;0;0;1;1;1;0
4552,8022;24,253464;2;40;91840,234;0;0,2;1;0;0;0;0;0;1
4016,3562;33;6,559184;42,554386;92373,02;0;0,1;1;0;0;0;0;0;1
2852,9326;47;25;83,497116;94706,49;0;2,7;1;0;0;0;0;0;0
1686,2281;43;17;8,934513;90624,07;0;0;1;0;0;0;0;1;1
3587,1948;49,65257;23;43,4684;92649,516;0;0,7;1;0;0;1;0;0;0
1986,769;49,614845;20,860098;132,34683;93926,81;0;0,8;1;0;1;0;0;1;1
2535,6704;36;11,442524;43;92120,2;0;0;1;149,00699;0;0;0;1;0
2642,1206;27;0,5875806;63,214535;92758,56;1;0,26903147;3;0;0;1;1;1;1
4418,906;30;3;29;92508,68;0;1,3807068;2;0;0;0;0;0;1
2963,574;45;21,972626;59,4689;93033,66;0;0,8;1;0;0;0;0;0;0
4871,7085;60,675423;35;81,05818;90260,13;0;1,1;1;0;0;0;0;0;0
2495,5432;43,086277;21;15,347845;90303,95;0;0,3;3;0;0;0;0;1;0
4988,8;32;6;129,97913;94573,59;0;3,6140392;1;379,17255;0;0;0;0;0
3764,3286;57;34;81;93467,74;0;3,542096;1;0;0;0;0;1;1
163,12704;64;34;174,32462;93487,7;0;6,71889;3;0;1;0;0;0;0
3311,8296;44;20,069136;16,633934;94523,93;0;0,69571537;2;91,087456;0;0;0;1;1
3507,837;56;30;164,7097;94622,3;0;2,8;3;0;1;1;0;1;0
4220,8394;63;37,427708;47,727142;94720;0;0,9;2;0;0;0;0;0;0
4672,3745;50;21;54,75317;92808,74;0;1,4;2;271,31174;0;0;0;0;0
4975,7705;36;10,694864;31,251938;92695,91;0;0;3;0;0;0;0;0;0
1747,6309;55,006855;28;48,97583;92821;0;1,7;3;0;0;0;0;1;1
1934,2634;63,464848;39;54,444897;94720;0;2,3709724;1;0;0;0;0;1;0
2363,6226;60;33;20,857122;95825,33;0;0,5;3;0;0;0;0;0;0
4817,14;26;3;82,708374;91309,516;0;3,7480302;1;0;0;0;0;1;1
4059,3542;60;36;157,2064;93943;0;4,3859873;1;0;0;0;0;1;0
2837,1301;56,54928;28;23,871317;95678;0;1,5;2;0;0;0;0;1;0
3355,2842;50;24;62,488995;95368,05;0;0,3;1;0;0;0;0;0;0
95,534424;48;25,912573;23,286789;95126,28;0;0,5;2;0;0;0;0;1;0
150,32552;48;17;60,16778;95813,99;0;2;2;0;0;0;0;1;0
2990,0752;58,196167;32;74,86921;95034,01;0;2,6670494;3;304,41602;0;0;0;1;0
2374,002;58,298134;34,85757;43,009735;92093;0;1,6745198;1;0;0;0;0;1;0
997,1244;51;26;33,06969;94935,72;0;1,7;2;116,16722;0;0;0;1;0
4619,8223;54;27;108,63038;95054,82;0;2;3;0;0;0;0;1;0
1531,5453;34;9;53,903767;94024,43;0;0;2;0;0;0;0;1;0
4955,0625;23,992605;0,32773656;73,21293;94313,445;0;0,4;1;0;0;0;0;0;0
4158,6567;28;3;31,14062;92621,84;0;0,7;1;0;0;0;0;1;0
3694,484;27;2;29,883684;94082,305;0;0,2;1;0;0;0;0;1;0
2053,037;59;33;33,0964;92831,5;0;1,3;1;0;0;0;0;1;0
3207,221;29;3;61,09053;92037;0;0,8;3;190,94139;0;0;0;1;0
4427,966;65,146866;40;153,84554;92364,47;0;2,2;1;0;0;0;0;0;0
76,53176;48,062466;21;22,76738;92097,19;0;1,3;1;0;0;0;0;1;0
4469,401;48;24;183,92009;94305;0;2,9093535;1;0;0;0;0;0;0
2946,5125;48;23;22,732508;94595,83;0;0,5;2;0;0;0;0;1;0
1612,8856;50;24;23,55232;94549,83;0;0,3;2;0;0;0;0;1;0
996,6952;29,48648;1,3795846;42,766846;94554,42;0;1,2540678;3;0;0;0;0;1;0
1788,0991;37;14;14,484193;94590,83;0;1,5;1;127,30061;0;0;0;1;1
51,541954;58,755264;32,77279;18;92008,19;0;0,7;3;0;0;0;0;0;0
247,869;24,454906;1;30;93924,55;0;0,8;2;0;0;0;0;1;0
3769,9663;35,369347;10;20,92648;93107,64;0;0,8;1;0;0;0;0;0;0
3980,0789;35,46158;8,026255;90,03504;93110,17;0;7,4314427;1;0;0;0;0;1;0
1051,554;49;25;60;92096,33;0;2,4;3;0;0;0;0;1;0
2509,6519;37,093697;14;38,672745;94720;0;1,7495205;3;246,55774;0;0;0;1;0
1198,9089;58;31,814896;18,149107;95059,55;0;1,770079;3;0;0;0;0;1;0
871,485;50;20;138,77368;95616;1;1,1947682;1;312,79395;0;0;1;1;1
2465,9136;46;18;49,544567;92093;0;2,4;3;189,54565;0;0;0;0;0
1495,4423;42;16;44;93106;0;1,3;3;0;0;0;0;1;1
2821,8867;46;20,862926;98,66637;90060,28;0;1,1500919;1;0;0;0;0;0;0
2544,8691;66,85151;42,892124;30,245491;94036,3;1;1,7;2;0;0;0;1;1;1
3611,348;29,121143;5;49,228718;95479,66;0;1,5414723;1;0;0;0;0;1;0
3438,5154;32;4;33;90249,74;0;0,21749729;3;0;0;0;0;0;0
1212,8107;63,36385;37,624;159,17133;95616;0;2,7;1;187,63309;0;0;0;0;0
2300,6824;30,791965;4;128,13321;93126,98;0;2,5;1;0;0;0;0;1;0
1869,9558;63;38,777027;31,04172;90649,086;0;0,5;2;0;0;0;0;0;0
4536,6035;36,469368;13,272725;78,81964;93064,87;0;3,3016076;1;0;0;0;0;0;0
1877,3121;30;1;11,322687;91397,49;1;0,3;2;0;0;0;1;1;1
4889,702;25,830679;2;24,323753;94301,31;0;0,4893274;2;0;0;0;0;1;1
477,8402;34,73336;7;44;92791,64;0;1,3;2;96,636635;0;0;0;1;0
1923,5032;55;29;38;91762,75;0;2,5890534;3;0;0;0;0;0;0
3300,301;45;19,91971;82,94333;92120,83;0;2,6;1;0;0;0;0;0;1
1249,6243;59,697056;33;14,62566;95059,875;0;1,7;3;0;0;0;0;1;0
4639,173;33,866985;6;38,106052;92239,914;0;0,73696303;3;0;0;0;0;1;0
3825,7266;38,9424;11;21,137722;95811,53;0;0,2;1;0;0;0;0;0;0
3068,6587;39;10;12,543716;95619;0;2;2;0;0;0;0;1;1
2598,4265;60;37;122,188225;92097,74;0;2,7783687;1;0;0;0;0;1;0
4931,398;27;2;68,46632;91618,086;0;0;1;0;0;0;0;1;0
2716,155;61;38;29;95547,555;0;1,3;1;0;0;0;0;0;0
2428,5012;46;20;73,17912;94720;0;1,826416;2;0;0;0;0;0;0
3643,386;66,999146;42,977654;43;94609,77;0;1,5038552;1;0;0;0;0;0;0
2075,0688;33,90988;7,9571548;40;94608,11;0;1,9;2;0;0;0;0;0;1
397,50842;53,22731;25,201897;158,00224;92037;0;5,976199;3;0;0;0;0;0;1
1685,9363;48,162437;20;13,503189;92128,27;0;1,4;2;0;0;0;0;1;0
4093,6072;57,885452;30;93,05956;93943;0;4,3345385;3;179,0864;0;0;0;1;0
2529,5483;30,786118;2;166,26611;94995,75;1;7,5509553;2;0;1;1;1;1;0
1259,7039;66,85845;42,376015;55,605793;92120,24;0;1,9;3;0;0;0;0;1;0
1030,8823;53;22;70,647255;90263,96;0;2,6;3;193,82677;0;0;0;1;0
2956,1868;26,36101;1,2635638;89,25193;94127;0;1,9;3;0;0;0;0;0;0
4805,221;62;32;83,357864;92007,33;0;3,240798;3;0;0;0;0;1;1
4458,3296;35,38313;11;39;95125,12;0;1,3809333;3;0;0;0;0;1;0
4154,624;56;26;81;90089;0;0,5;3;259,51193;0;0;0;1;0
4610,2925;30;2;50,031826;95829,63;0;1,7;2;0;0;0;0;1;0
3865,101;47,057816;21,021769;46,46845;92125,125;0;0,4;3;0;0;0;0;1;0
862,67645;49,80306;25;48,406143;94109,555;0;0,3;1;0;0;0;0;1;0
4344,7876;37;8;30;95837,3;0;0,2;1;0;0;0;0;1;0
1696,8026;43;20,132687;53,93294;91376,44;0;0,8;3;0;0;0;0;0;0
2392,76;54;31;136,5677;92819,53;0;5,1190314;1;0;0;0;0;0;0
2924,187;35;9;43,85085;91234,05;0;0,7;3;0;0;0;0;1;0
3282,5693;40;13,184038;130,31334;92037;0;2;2;0;0;0;0;0;0
2521,066;55;26;70,87059;94520,06;0;1,6011863;3;0;0;1;0;0;1
753,3057;30;4,4833274;8,678835;94521,36;0;0,1;1;0;0;1;0;0;1
2434,7268;42;17;64;94720;0;0,05698167;1;0;0;0;0;1;0
3059,4019;49;25;84,58286;94120,14;0;1,9;1;0;0;0;0;1;0
3158,0532;47;24,381739;29,993952;90035,766;0;0,6;1;0;0;0;0;0;0
52,643036;56,863934;30;74,744156;90246,625;0;1,0776815;2;0;0;0;0;1;0
4559,6143;31;5;90,31293;92287,61;0;2,2;1;0;0;0;0;1;0
59,247807;53,26438;28;29;91902,125;0;0,66570616;2;0;0;0;0;1;0
1879,4995;60;32;109,12687;93112,875;0;3,8188372;2;0;0;0;0;0;1
721,5716;45;19,739807;65;90646,836;0;0,2;2;0;0;0;0;0;0
2985,6707;28,756012;5;48,20904;94111,27;0;0,7;1;138,56184;0;0;0;0;0
2920,3208;51;23,330847;70,361626;90071,48;0;3,5097494;1;0;0;1;0;0;0
3407,1326;55;28;15,902911;93949,78;0;0,3;2;0;0;0;0;0;0
623,03015;41;14;53,886074;94029,445;0;0;2;0;0;0;0;1;0
1276,421;50;26;83,004364;91554,68;0;6,7844977;1;0;0;0;0;0;0
1691,8986;37,639282;9;78;92725,984;0;2,17794;1;0;0;0;0;1;0
4979,4536;47,340416;24;72,85372;92093;0;0,2;2;0;0;0;0;1;0
4913,45;64,30924;39,574047;60;95813,28;0;2,3;1;0;0;0;0;0;0
3700,7092;47;22;62;91321,53;0;2,2;1;0;0;0;0;0;0
4335,7373;55;29;84,2727;91309,69;0;1,5;3;0;0;0;0;0;0
1704,3333;30;8;81;94602,164;0;2,8;1;0;0;0;0;1;0
1839,7224;23,47238;-2,8168757;64;95023,64;0;0,8;1;0;0;0;0;1;1
4332,1836;29;0;183,74768;92109,5;1;4,3431354;1;0;0;1;1;1;0
2034,0006;54;28,445702;33,03744;92121,97;0;0,3;2;0;0;0;0;0;0
3776,4336;34,721157;10;64;94303,914;0;1,8;1;0;0;1;0;1;1
3919,1658;39;14;12,008302;92770,66;0;0,7;2;0;0;0;0;0;0
4579,5005;50;25;84;94101,18;0;1,4;2;0;0;0;0;0;0
1475,1266;51;25;71,08974;90747,42;0;2,7508278;2;0;0;0;0;0;1
724,23224;59;34;167,28368;94105,21;0;7,5611014;3;0;1;0;0;1;0
1490,4487;63;38;83,1392;94595,28;0;2,4343271;2;0;0;0;0;1;0
2766,6067;30,450523;7;71,84363;92477,17;0;2,6;3;0;0;0;0;0;1
1674,5537;33;5;55;92696,02;0;0,3;2;0;0;0;0;0;0
883,4319;44;17,45203;91,733635;90044,46;0;2,1612997;1;0;0;0;0;0;0
3825,2231;49,265614;22,175165;74,38653;92069,81;0;1,7525045;3;0;0;0;0;1;0
769,10187;52,07044;24,7768;24,957346;95606,766;0;0,5;3;0;0;0;0;1;0
3778,695;59;33;57,936874;92819,945;0;0,5;3;0;0;0;0;1;0
1050,7622;59;33,97216;44,179363;94406,125;0;1,9;2;0;0;0;0;1;1
4438,6396;32,25454;8;63,64408;93911,71;0;0,1;1;0;0;0;0;1;0
2680,5098;51;26;21,09105;94608,31;0;1,6;2;0;0;0;0;1;1
3596,1106;27,514393;2;93,08382;92612,42;0;0,64222586;1;0;1;0;0;1;0
2388,8523;54;27,975983;24;92115,05;0;1,1;3;45,76625;0;0;0;1;0
4237,997;48;21,593283;60,247513;94305;0;0,2;1;0;0;0;0;0;1
2944,2168;59;34;38;90799,89;0;0,6;3;0;0;0;0;1;1
4195,166;45,060314;19;40;91102,26;0;1,6;3;0;0;0;0;1;1
174,3058;31;2,6331758;21;91765,125;0;1,8;3;0;0;0;0;1;1
4695,767;38;8;175,76387;92509,93;1;1,3928443;1;0;0;0;1;1;1
782,0332;56;32;38,84004;92774,4;0;1,5;2;0;0;0;0;1;1
178,80026;56;31,81322;40,77002;94303,14;0;2,6414323;1;0;0;0;0;1;0
230,78918;42;16,736652;102,816666;90089,03;0;2,8;1;0;0;0;0;0;0
2490,3633;50,182354;23;40;94085,82;0;1,5440887;2;151,70668;0;0;0;1;0
4986,1646;34;7;32,435246;90238,98;0;2,7291975;3;0;0;0;0;0;0
731,9258;43;19;159,26495;93856,3;0;2,7979672;3;0;1;0;0;1;0
148,20372;41;16;92,783356;91352,05;0;2,2;1;0;0;0;0;1;0
1430,5298;33;5;23,409111;92393,86;0;0,2;1;0;0;0;0;1;1
2993,7036;44;21;35;92583,31;0;0,2;1;0;0;0;0;1;1
1602,4202;45;19;81,6052;92122,305;0;1,264763;1;390,44656;0;0;0;0;0
1027,8485;47;22;81;94248,53;0;0,2;3;183,45221;0;0;0;0;0
1634,7816;33,435642;7,80481;40;92043,945;0;2;1;0;0;0;0;1;1
2635,008;54;28,717142;123,99512;92548,07;0;1,9206964;1;0;0;0;0;0;0
3651,5962;44,385536;20;24;92093;0;0,7;3;0;0;0;0;0;0
4261,209;39;14;11,192971;92651,06;0;0,2;2;0;0;0;0;0;0
3000,117;51;24;90,19458;94720;1;2,2879357;3;0;0;1;1;1;0
1587,9333;35;7;39,67756;94518,016;0;1,0452163;2;0;0;0;0;1;0
2131,6638;57;32;38,63807;93896,69;0;0,1;3;0;0;0;0;0;0
4398,143;55;33,464558;38,781036;92028,9;0;1,3;1;0;0;0;0;0;0
1068,944;28;0,6462896;79,69292;92151,11;0;2,4;2;0;0;0;0;1;0
2385,085;40;14,957443;22;92860,34;0;0,3;2;0;0;0;0;0;0
4495,148;46;22,685625;83;92791,87;0;3,9784255;3;0;0;0;0;0;0
2219,3215;48;25;23,766296;94224,6;1;1,9480737;3;0;0;0;1;1;1
2578,3328;36;15;58,250675;92037;0;2,4;3;0;0;0;0;1;1
2544,5251;59;34;32,964817;92037;0;1,6;3;0;0;0;0;1;0
2432,6133;28,321228;2,3654115;139,6721;95819,78;0;2,7;2;243,34898;0;0;0;1;0
1441,4595;42;17;179,1958;94305;1;3,0457397;1;0;1;0;1;1;1
60,61778;31;6;84,53215;92770,52;0;2,6981807;2;0;0;0;0;0;0
1570,4628;49,358955;22,072308;50,09209;94028,99;0;2,2889843;3;0;0;0;0;0;0
1761,3344;34;7;81;92133,85;0;0;2;0;0;0;0;0;0
288,6602;38;8;94,82413;95616;1;3,1218262;2;0;0;0;1;1;0
290,2825;32;5;59;93558,06;0;1,5;3;0;0;0;0;0;0
2941,585;32;4;93,211754;94302,445;0;3,375764;2;218,54819;0;1;0;1;0
3607,1257;53;30;78;95030,01;0;2,8;2;0;0;0;0;1;0
3659,4153;29;3;46,95707;94304,09;0;2,4;3;0;0;0;0;0;0
131,55254;58;33;71,93266;92517,26;0;1,6807221;1;0;0;0;0;1;0
4531,871;24,03477;2;83,42053;94441,56;0;2,2;1;0;0;0;0;1;0
1930,2909;37;12;41;92647,58;0;0,3;1;0;0;1;0;1;0
4500,195;48;27;19,659447;92679,47;0;0,7521267;3;0;0;0;0;1;1
1840,9584;35,212894;9;42;92528,336;0;1,1902512;3;0;0;0;0;1;1
559,8487;47,794888;24;79,200165;92053,2;0;4,687291;3;0;0;0;0;1;0
1697,8304;64;37,757298;101,111595;94720;1;1,7404416;3;0;0;0;1;1;1
1814,7606;58;31;10,616542;95137,25;0;0,4;3;0;0;0;0;0;1
122,57361;32;7;181,64178;92892,31;0;7,1748843;1;0;0;0;0;0;0
917,82526;45,904892;23;30;91336,6;0;0,7;1;0;0;0;0;0;0
3306,647;57;33;79,959335;95046,95;0;2,5234272;1;237,96826;0;0;0;1;0
4968,0522;27,521011;3,723464;159,08495;94608,17;0;7,9735785;1;0;0;0;0;1;0
1088,7109;64;37;42;95524,14;0;1,7;3;0;0;0;0;1;1
1894,2379;58,240032;32;83,04244;94720;0;5,2240696;3;0;0;0;0;1;0
1739,564;59;30;94,26512;94305;0;2,9662664;3;0;0;0;0;0;1
3208,4788;34;7;24;93834,76;0;1;1;0;0;0;0;1;1
4541,2715;58,03344;34;79,09058;94076,95;0;1;3;0;0;0;0;1;0
706,31744;35,371113;13;33,936066;94305;0;1;1;0;0;0;0;1;1
3732,475;26,764984;1;21;90024,016;0;1,263635;1;0;0;0;0;1;0
840,00085;50;20;43,46739;94718,91;0;1,3022431;3;0;0;0;0;1;0
