,ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
110,500773701,38,13,56,34135,3,"1,2",1,0,0,0,0,0,0
111,814721874,29,-3,49,13824,4,1,2,0,0,0,0,1,0
112,254400276,48,8,19,29329,3,"1,2",1,0,0,1,0,0,0
113,695585492,39,13,119,77851,1,"1,3",2,0,0,1,0,0,0
114,294951281,66,12,19,10966,1,"2,1",3,122,0,0,0,0,0
115,575005006,62,29,44,85877,1,"0,6",2,0,0,1,0,1,1
116,532970005,23,10,167,7247,2,"2,6",2,0,0,0,0,0,0
117,245906682,65,33,63,1454,2,"0,9",3,2,0,0,0,0,1
118,526001234,45,7,178,3538,3,"1,7",2,0,1,0,1,0,0
119,653622961,34,11,91,67536,1,"1,5",2,0,0,1,0,0,1
120,697398267,29,30,35,15853,1,"1,7",1,96,0,0,0,1,0
121,526692553,47,20,140,36218,1,"2,4",3,2,0,0,0,1,1
122,766728386,37,23,58,64727,1,"1,3",1,0,0,0,0,1,0
123,399986893,67,29,53,56061,3,"1,8",3,0,0,1,0,1,0
124,415692361,55,35,127,66542,1,"0,8",2,0,0,0,0,0,0
125,72235404,39,30,48,40460,4,"2,7",2,0,0,0,0,0,1
126,49030272,61,36,33,87075,1,2,1,0,0,1,0,0,0
127,228266691,62,41,75,37125,3,"0,8",2,0,0,0,0,1,1
128,786823545,57,29,13,20507,4,"5,2",1,0,0,0,0,0,0
129,573046941,48,18,192,55907,4,"4,3",2,256,1,1,1,0,1
130,166301444,62,35,116,3386,1,0,1,1,0,0,0,1,0
131,337415187,26,11,41,93347,1,1,1,218,0,0,0,1,1
132,781325834,46,19,69,68041,1,"0,1",2,0,0,0,0,1,1
133,563484092,55,34,138,11504,1,"4,25",1,0,0,0,0,0,0
134,553818658,54,36,110,3874,3,"0,2",1,0,0,0,0,0,1
135,608783232,56,35,71,47197,2,"7,2",3,0,0,0,0,0,0
136,315756860,53,37,49,89527,4,"1,9",3,103,0,0,0,0,1
137,94480963,52,28,122,64367,4,"0,9",3,0,0,1,0,0,0
138,329278674,52,10,46,3424,1,"1,3",2,0,0,0,0,1,0
139,983021901,44,17,25,90264,1,"0,7",1,0,0,0,0,1,1
140,454575938,34,20,22,66136,1,"3,3",1,0,1,1,1,0,0
141,459654905,56,20,25,86901,4,"6,3",1,0,0,1,0,0,0
142,572696840,61,14,27,34003,4,"0,9",3,0,0,0,0,0,1
143,238976360,48,8,51,68359,1,"1,8",2,188,0,0,0,0,0
144,626786965,60,20,78,2108,2,"0,4",2,1,0,1,0,1,0
145,26847225,49,24,13,99398,3,"0,2",3,166,0,0,0,1,0
146,353500135,58,28,45,49536,4,"0,7",3,0,0,0,0,0,0
147,528222593,34,34,210,30401,4,4,1,509,1,0,1,0,0
148,363152886,65,34,176,74692,3,"3,33",2,3,1,0,0,0,0
149,501889708,53,37,150,43584,2,"2,9",1,109,0,0,1,1,0
150,750268136,59,18,25,55044,1,"1,6",3,0,0,0,0,0,0
151,312625902,29,25,107,25913,4,"1,3",1,0,0,0,0,0,0
152,573194643,59,8,70,77552,2,"1,33",1,0,0,0,0,0,0
153,582632713,37,20,34,42332,1,"5,2",1,0,0,0,0,1,0
154,815230388,63,33,115,23161,4,"0,2",3,0,0,1,0,0,0
155,253826063,33,26,24,91972,4,"0,4",2,0,0,0,0,0,0
156,256521651,26,6,74,36180,4,"2,4",1,0,0,0,0,0,0
157,271733730,61,25,21,8090,3,"1,8",3,250,1,1,1,0,0
158,538731746,28,20,29,86799,1,0,1,82,0,1,1,1,1
159,750532289,45,5,13,33917,4,"1,5",3,0,0,0,0,1,0
160,347353176,25,15,107,72446,1,"1,5",2,1,1,0,0,0,0
161,591610932,42,38,141,91984,2,"2,7",1,0,0,0,1,1,1
162,886154171,31,22,17,19576,1,"0,6",3,0,0,0,0,0,0
163,513695142,56,1,40,21521,1,"2,1",3,0,0,1,0,1,0
164,856576068,62,38,82,40848,2,2,1,0,0,0,0,0,0
165,687591950,49,18,18,70440,3,"1,7",3,0,0,0,0,0,0
166,752416762,28,0,64,95676,4,"2,4",2,0,0,0,0,1,0
167,821012920,26,26,144,22354,3,"5,3",1,0,0,1,0,0,1
168,728182860,50,27,62,77297,4,"3,3",3,85,0,0,0,1,0
169,375624641,59,15,53,41462,4,"0,5",2,116,0,1,0,1,0
170,332451243,51,27,56,18593,3,"1,3",2,0,0,1,0,1,0
171,193977767,61,17,10,66011,4,"8,1",1,2,0,1,0,0,0
172,786274305,57,21,45,10806,2,"0,2",3,0,1,0,0,0,0
173,614746524,44,30,22,40719,4,"1,2",3,0,1,0,0,0,0
174,58334882,53,18,18,73105,1,"4,7",1,286,0,0,0,0,0
175,292605104,55,37,46,56653,1,"3,6",2,0,0,0,0,1,0
176,882636372,67,27,18,57815,1,2,1,0,0,1,0,1,0
177,809395615,61,23,77,47635,4,2,2,0,0,0,0,1,0
178,323408010,30,32,73,45561,1,"4,6",1,0,0,0,0,0,1
179,454728892,49,7,36,82155,3,1,1,1,0,0,0,0,0
180,870397991,43,32,37,13792,4,"1,6",1,0,0,0,0,0,0
181,248347734,57,38,41,91468,3,"0,4",3,0,0,1,0,0,0
182,743120870,57,30,18,90256,1,"0,5",1,1,0,0,0,1,0
183,541413199,48,24,31,24756,1,"0,1",1,0,0,0,0,1,1
184,986810269,54,13,35,99116,1,"2,4",2,0,0,1,0,1,0
185,968672852,51,30,17,9462,1,"0,3",1,206,0,0,0,0,0
186,386203737,50,33,30,94759,4,"2,6",2,0,0,0,0,0,0
187,686066327,61,24,107,22999,2,"1,8",3,0,0,0,0,1,0
188,355277427,54,8,55,7516,4,"4,6",3,384,1,0,1,0,0
189,569888723,58,35,42,82769,1,"1,7",1,0,0,0,0,1,0
190,423364003,45,9,47,20659,1,"0,2",1,0,0,1,0,0,0
191,709433382,50,21,9,46296,4,"1,8",3,0,0,0,0,0,1
192,482430488,36,35,22,79451,4,"4,7",1,433,1,1,1,1,1
193,81331514,53,40,143,17105,3,"4,6",2,0,0,0,0,0,0
194,18525228,60,20,46,73485,1,2,1,135,0,0,0,0,0
195,787330765,36,18,89,30448,4,"2,5",1,0,0,0,0,1,1
196,568586686,46,21,39,43648,4,"4,3",2,0,0,1,0,1,0
197,490808023,36,35,131,52671,2,"4,3",2,1,1,0,0,0,1
198,313741491,63,40,52,18387,1,"0,4",1,1,0,0,0,0,0
199,242139318,34,32,21,89956,3,"0,6",1,97,0,0,0,1,0
200,693052534,53,14,32,37687,1,"0,2",1,221,0,0,0,0,0
201,842675921,59,30,52,84863,1,"1,5",1,2,0,0,0,1,1
202,943508105,42,3,53,42614,2,"0,1",2,1,0,0,0,0,0
203,24475047,55,12,19,19524,2,"0,1",1,0,0,1,0,1,1
204,165811770,47,36,164,20142,3,"4,2",2,294,1,1,1,1,0
205,885386217,26,35,117,11194,3,"0,2",1,0,1,0,0,0,0
206,493050925,47,2,117,85403,1,"4,7",2,0,0,1,0,0,0
207,604507492,56,24,43,53632,1,"0,5",2,0,0,0,0,1,1
208,731217450,50,27,46,12528,1,"0,4",1,1,0,0,0,1,1
209,966452261,50,25,67,53644,1,"2,9",1,1,0,1,0,1,1
210,376071638,49,28,9,87594,4,"1,6",2,0,0,1,0,1,0
211,540905932,29,30,52,58129,4,"1,3",1,257,0,0,0,1,0
212,647606141,28,34,23,82265,3,"2,9",1,0,0,1,0,1,1
213,411987422,28,31,76,64986,3,"2,2",3,0,0,0,0,0,1
214,312157202,59,15,86,11212,1,"2,9",1,0,1,1,1,1,1
215,592804730,60,9,171,49074,1,"0,2",2,0,0,0,0,1,0
216,443800435,66,43,48,81586,3,"3,6",3,0,0,0,0,1,1
217,690808793,54,2,86,50516,4,"2,67",1,1,1,1,0,1,0
218,656426294,23,33,81,75025,1,"1,1",1,2,0,1,0,0,0
219,158254350,58,21,69,88013,4,"3,8",1,0,1,0,0,1,0
220,999072620,39,8,124,37312,1,"1,6",1,275,0,0,0,1,1
221,948156297,58,17,59,91287,4,"1,4",3,111,0,1,0,0,0
222,719717908,50,39,12,20657,1,"0,1",3,140,0,0,0,1,1
223,128554068,32,32,44,8136,3,"1,8",3,0,0,1,0,1,0
224,397623408,46,0,36,40061,2,"1,7",1,0,0,0,0,0,0
225,666860722,40,13,186,34170,4,3,1,209,1,0,1,1,1
226,558549584,61,32,147,58037,4,"5,2",1,3,0,0,0,0,0
227,892834205,52,32,42,30141,2,"0,5",1,0,0,0,0,1,0
228,737936006,51,20,119,66239,1,"0,8",1,0,0,0,0,1,0
229,409932218,53,24,31,71336,4,"3,2",3,180,0,0,0,0,1
230,816573003,64,37,17,79835,3,"2,4",1,1,0,0,0,1,1
231,520333536,32,22,25,14956,1,"0,2",3,0,0,0,0,1,0
232,341121792,32,19,14,60911,1,"1,8",1,2,0,1,0,0,0
233,565059355,29,21,105,78727,4,"3,3",1,0,0,0,0,0,0
234,638785789,28,37,34,64525,2,"1,5",2,1,0,1,0,1,0
235,631158940,62,6,38,2027,1,"0,3",1,0,0,1,0,1,0
236,35433619,49,28,16,61984,1,"0,7",1,0,0,0,0,0,0
237,992554538,32,20,115,60383,4,"2,33",2,2,0,0,0,1,0
238,851733839,48,0,40,50705,4,"5,6",2,0,0,1,0,0,0
239,177718609,63,38,48,91890,1,"1,6",1,0,0,0,0,1,1
240,161470113,62,37,34,22456,4,2,2,134,0,0,0,1,0
241,172181697,52,34,17,9068,3,"2,4",2,217,0,0,0,0,0
242,68784053,53,24,35,13530,1,"2,2",1,0,0,0,0,1,0
243,578820648,24,37,70,44542,3,"1,2",2,0,0,1,0,1,0
244,372502704,48,15,48,64043,4,"1,7",1,112,0,1,0,0,0
245,387162992,46,20,46,41539,4,0,2,416,0,0,1,1,1
246,114629571,48,37,50,53054,3,"4,4",2,0,0,1,0,0,0
247,985095854,24,10,153,35284,4,"2,1",3,0,1,0,0,0,0
248,335072080,42,2,30,54523,4,1,2,172,0,0,0,0,0
249,48746736,59,17,118,60753,1,"0,8",1,0,0,0,0,0,0
250,867016647,48,31,27,91430,1,"1,8",3,0,0,0,0,0,0
251,248785371,40,31,148,51094,3,"1,2",2,168,0,1,1,1,1
252,608368610,61,25,98,53946,2,"4,7",1,348,1,1,1,1,0
253,219923885,42,19,122,23941,2,"1,9",3,0,0,0,0,0,1
254,959927294,44,33,52,54774,1,"2,6",1,208,0,0,0,0,1
255,340557162,58,32,36,71011,2,6,1,0,0,0,0,0,0
256,499696420,44,34,44,33851,4,"0,6",3,148,0,0,0,1,0
257,11099945,45,30,44,64734,4,1,1,1,0,0,0,0,1
258,545699908,58,25,63,78368,4,"3,9",2,76,0,0,0,1,1
259,503699580,61,35,29,39001,3,"1,4",1,0,0,1,0,0,0
260,290506621,55,22,23,87451,4,"2,1",1,0,0,0,0,1,1
261,657492342,59,33,34,88882,3,"0,1",2,2,0,1,0,1,1
262,572837915,37,34,24,11609,4,"2,9",2,0,0,0,0,1,1
263,843050797,39,32,178,25702,1,"2,8",1,0,0,0,0,1,0
264,68235924,61,24,12,54141,3,"0,2",2,1,1,0,1,1,0
265,996389470,59,28,33,42682,1,"0,1",2,1,0,1,0,0,0
266,454955817,51,37,137,61774,2,"2,6",3,0,0,1,0,1,0
267,72787232,49,32,18,14538,1,0,1,0,0,0,0,1,1
268,523837231,30,7,108,24501,1,"2,67",3,0,0,0,0,1,0
269,926083234,67,43,55,38796,4,"1,8",3,116,0,1,0,0,0
270,12125192,36,19,79,18378,3,"1,7",1,396,0,1,0,0,0
271,331594088,53,5,34,61673,1,"0,7",1,0,0,0,0,1,1
272,772729640,41,5,82,5681,4,"1,4",1,0,0,0,0,1,0
273,878000040,57,25,51,79680,1,"1,5",3,1,0,0,0,1,0
274,336699402,28,28,82,90819,1,0,1,87,0,0,0,0,0
275,958386501,61,34,14,51852,4,"2,9",3,0,1,1,0,0,0
276,488577988,45,37,16,66245,4,"1,7",2,0,0,0,0,0,0
277,621558985,27,1,19,72758,4,"1,3",1,0,0,0,0,0,1
278,188955162,67,28,166,30899,2,"1,8",1,0,1,0,0,1,0
279,507641956,38,26,25,92937,2,"3,5",1,1,0,1,1,1,1
280,431228014,53,33,81,85064,3,"0,6",2,206,0,0,0,1,0
281,302629168,29,36,173,5751,1,8,3,0,0,0,0,0,0
282,765968444,53,31,130,75539,3,"1,8",3,2,0,1,0,1,1
283,100796760,47,15,33,22766,1,"1,4",2,85,0,0,0,1,0
284,621089514,48,24,85,14403,1,"0,4",2,108,0,0,0,0,0
285,230076102,53,17,109,36057,4,"6,5",1,1,1,1,1,1,1
286,628769218,48,19,47,71488,4,"0,3",1,0,0,0,0,0,1
287,196430873,46,27,21,43431,1,"2,6",3,0,0,1,0,1,0
288,389682964,38,14,27,8868,1,"2,6",2,0,0,0,0,1,0
289,901811517,51,37,142,66957,1,"3,9",3,119,0,0,1,1,0
290,834247985,49,38,166,84150,2,"4,6",1,0,1,1,1,1,0
291,688952252,55,-1,37,43570,1,"3,4",3,0,0,0,0,0,1
292,104732424,26,19,77,3398,4,"2,1",3,0,0,0,0,0,0
293,147411449,59,30,33,77713,3,"0,4",3,0,1,0,1,0,0
294,196222425,56,35,35,25437,4,1,3,0,0,0,0,1,1
295,119497568,36,31,24,28042,1,"7,8",1,0,0,1,0,0,0
296,209354434,39,22,67,9172,1,"1,75",1,0,0,1,0,1,0
297,490077901,44,9,31,23729,4,2,2,74,0,1,0,0,0
298,932857033,63,4,64,33101,4,"3,9",1,0,0,1,0,1,1
299,875029733,31,36,44,91626,1,"0,1",1,1,0,0,0,1,1
300,460774313,57,21,82,93403,1,"0,7",3,0,0,0,0,1,0
301,349904006,57,13,178,49874,2,2,1,350,1,0,0,0,0
302,526263970,61,12,98,62052,2,"3,9",1,1,0,0,0,0,0
303,763420177,47,7,15,86465,4,2,1,0,0,1,0,0,0
304,796436847,42,14,181,61461,1,"4,2",3,0,1,0,1,0,0
305,478220597,33,11,16,46742,1,"7,4",1,0,0,0,0,1,1
306,542784450,29,32,35,14629,4,"2,67",1,0,0,0,0,0,0
307,709740545,57,0,29,31264,4,0,1,2,0,0,0,0,0
308,619880580,55,8,102,14943,4,"9,3",1,0,0,1,1,1,0
309,997218137,25,27,40,20679,4,"7,2",1,354,0,0,0,0,1
310,97769669,50,9,39,34484,1,1,1,0,0,0,0,0,0
311,306117043,54,33,175,14717,3,"3,3",1,0,1,0,0,0,0
312,217731541,27,22,88,89317,3,6,1,2,0,1,0,0,0
313,181616849,59,30,53,46165,1,"3,9",1,0,0,0,0,1,0
314,607414450,49,37,126,95752,4,"1,3",3,0,0,0,0,0,0
315,806240395,61,21,11,2815,4,"0,5",1,201,0,0,0,1,1
316,21485221,37,36,79,31063,4,"0,5",3,0,0,1,0,1,0
317,431916951,49,11,20,98357,4,1,1,0,0,0,0,1,0
318,495125136,54,34,33,31210,1,"0,7",3,0,1,0,0,0,0
319,528940302,36,29,50,5989,2,"1,5",1,0,0,0,0,0,0
320,955877298,46,25,64,91386,4,"0,2",3,0,0,0,0,1,0
321,187180274,53,36,52,56362,4,1,1,0,1,1,0,0,0
322,250939149,61,28,45,79657,4,"8,1",2,0,0,1,0,0,0
323,188051396,42,16,63,91679,4,"2,2",3,134,1,1,0,1,0
324,401436909,56,13,16,89875,4,"6,9",2,0,0,0,0,1,0
325,794082360,42,30,10,61799,4,"2,6",2,0,0,0,0,1,0
326,812631076,49,15,52,68428,4,"2,1",1,0,0,0,0,0,1
327,757456015,60,28,14,77113,4,"2,6",1,0,0,0,0,0,0
328,634708932,32,5,54,32538,4,"0,6",1,1,0,1,0,0,0
329,627977260,49,37,81,23368,1,"2,6",2,0,0,0,0,1,0
330,426013556,61,10,167,74459,3,"6,3",1,262,1,0,1,1,0
331,741008847,59,13,49,10785,1,"1,9",1,0,0,0,0,1,0
332,860959978,63,28,25,48076,3,"0,9",3,0,0,1,0,1,1
333,452937241,61,32,60,2117,4,"0,4",1,0,0,1,0,0,0
334,721172758,42,-3,71,17849,4,"2,2",2,0,0,1,0,0,1
335,753489644,60,27,25,62397,1,0,1,0,0,0,0,0,1
336,530089918,53,36,24,3494,1,"1,7",1,85,0,0,0,1,0
337,592391081,57,33,29,29422,1,"1,6",3,0,0,0,0,1,1
338,925674878,27,15,103,56213,4,"6,2",1,0,1,0,0,0,0
339,543043516,37,13,81,5551,2,0,1,2,0,0,0,0,0
340,886600088,30,16,38,26498,2,"0,4",1,0,0,1,0,1,0
341,144115048,63,38,42,28723,3,"3,1",3,0,0,0,0,0,0
342,738430823,67,43,39,27584,1,"0,8",3,0,0,1,0,1,1
343,77960344,31,14,154,90924,3,5,1,177,0,1,0,1,0
344,891453303,28,16,42,59859,1,"0,2",3,0,0,0,0,0,0
345,712695807,65,29,86,95001,4,"7,4",1,0,0,0,0,1,1
346,193270758,55,21,26,93565,3,"6,33",1,1,0,1,0,1,0
347,677446913,23,20,54,18318,2,1,1,0,0,1,0,1,0
348,996759853,43,18,19,26579,4,"0,4",3,0,0,0,0,0,1
349,29411360,40,17,134,75612,1,"0,3",1,121,0,0,0,0,0
350,332635695,54,19,35,43114,1,"0,3",1,0,0,0,0,1,0
351,609433978,46,19,95,35932,2,"1,7",1,144,0,0,0,1,1
352,697233744,60,37,33,65763,3,"0,1",1,142,0,0,0,1,1
353,253305089,61,19,87,53512,4,"0,8",3,143,0,0,0,0,0
354,110353358,56,9,133,33430,1,"5,2",1,2,0,0,0,0,0
355,76119421,59,35,25,9571,2,"0,5",1,0,0,1,0,1,0
356,785849984,55,18,13,5234,1,"1,8",1,1,0,0,0,1,0
357,209076514,57,33,83,97796,2,"2,8",1,139,0,0,0,1,0
358,613185932,24,15,22,19608,1,"0,3",2,1,0,0,0,0,0
359,165118705,40,25,26,2314,3,"0,1",3,1,0,1,0,1,1
360,455358315,62,30,66,80224,4,"2,5",2,128,0,0,0,1,1
361,179907951,47,34,18,96731,4,"2,2",3,0,0,1,0,0,0
362,4702616,37,15,115,92974,4,"1,9",3,0,0,1,0,1,0
363,57369532,30,16,77,2533,1,"1,33",1,0,0,0,0,1,0
364,189775020,53,15,183,3671,3,"1,1",1,1,1,0,1,0,0
365,889847369,37,24,17,1904,3,"1,3",2,97,0,0,0,0,0
366,227081333,23,19,52,79139,3,"6,9",1,1,0,1,0,1,0
367,85366339,58,14,43,7050,1,"2,1",1,0,0,0,0,0,0
368,602816867,62,6,36,21331,1,"8,1",2,0,0,1,0,1,0
369,143584394,42,10,104,93405,1,"1,5",1,0,0,0,0,0,1
370,397687395,50,19,57,49889,1,"5,2",2,0,0,0,0,0,0
371,159939341,33,6,39,50623,2,"6,8",1,0,0,0,0,0,1
372,279999426,28,22,20,76851,4,2,2,201,0,1,0,1,1
373,960888524,37,2,18,28321,4,"2,67",3,0,0,0,0,1,1
374,391306696,25,16,110,81595,2,"0,1",1,1,0,0,0,0,0
375,92129391,44,38,26,85172,1,"0,1",1,0,0,0,0,1,1
376,909218309,59,13,20,71490,1,"0,3",3,119,0,0,0,0,1
377,721652174,50,21,128,36619,1,"1,7",1,0,0,0,0,1,0
378,585555220,60,16,56,1658,1,"0,2",1,0,0,0,0,1,0
379,607781755,58,12,40,37052,1,"1,7",1,0,0,0,0,1,0
380,583033764,28,32,85,14492,2,"1,7",1,0,0,0,0,0,1
381,939742577,23,0,90,52661,4,"1,67",1,0,0,0,0,0,1
382,478837189,58,4,24,21824,1,"1,5",1,0,1,0,1,0,0
383,424524936,52,19,111,67915,4,"2,4",1,0,0,0,0,0,0
384,261599880,32,13,25,93326,1,"2,4",1,0,0,0,0,0,0
385,417543786,51,18,47,12757,1,"0,3",3,0,0,1,0,0,0
386,347126456,61,32,42,66290,4,"5,4",2,0,0,0,0,1,1
387,119217613,46,20,105,64005,3,"2,2",2,0,0,0,0,0,0
