Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
0,0,0,0,0,0
131,0,0,0,1,0
0,0,0,0,0,1
391,1,1,1,1,0
0,0,0,0,1,1
0,0,0,0,0,0
88,0,0,0,1,0
129,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,1,0,1,1,0
0,0,1,0,0,0
196,0,0,0,0,0
0,0,0,0,1,0
617,1,0,0,0,0
0,0,0,0,0,0
123,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,1,1,1
0,0,1,0,1,0
0,0,0,0,1,1
167,0,0,0,1,0
0,0,1,0,1,0
0,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,1,0
0,1,0,0,1,0
0,1,0,0,1,0
190,0,0,0,1,0
0,0,0,0,0,1
248,0,0,0,0,0
82,1,0,0,0,0
0,1,1,1,1,0
0,1,0,0,0,0
0,1,0,0,0,0
0,0,0,0,1,1
0,0,0,1,1,1
402,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
360,0,0,1,1,1
0,0,0,0,1,0
0,0,0,0,1,0
392,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
185,0,0,0,1,0
0,0,0,0,0,1
103,0,0,0,0,0
138,0,0,0,1,1
78,0,1,0,1,0
0,0,0,0,1,0
0,0,1,1,1,1
0,1,0,1,1,1
132,1,0,0,0,0
0,0,1,0,1,0
0,1,0,0,1,0
0,0,0,0,0,1
0,0,0,0,1,0
419,0,0,0,1,0
0,0,0,0,0,1
88,0,0,0,0,0
81,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
270,0,0,0,0,1
0,0,0,0,0,0
148,0,0,0,0,1
466,1,0,0,1,0
0,0,0,0,1,0
175,0,0,0,1,0
159,0,0,0,1,0
0,0,0,0,0,1
147,0,0,0,0,0
0,0,0,0,0,0
174,0,0,0,1,0
111,0,0,0,1,1
220,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,1
0,1,0,0,0,1
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,1,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,0,1
0,0,0,0,1,0
109,0,1,1,1,1
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,1
0,1,0,0,1,0
112,0,0,0,0,1
133,0,0,1,1,1
0,0,0,0,0,0
182,0,0,0,0,0
290,0,1,1,1,1
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
125,0,0,0,1,0
0,0,0,0,1,1
0,0,1,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,1
124,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,1,1
0,1,0,0,0,0
0,0,1,1,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,1
116,0,0,0,0,1
116,0,0,0,0,1
0,0,0,0,1,0
161,0,0,0,1,0
224,0,0,0,1,0
0,0,0,0,1,0
141,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,0,0
112,0,0,0,1,0
0,0,1,0,1,0
119,1,0,1,1,1
0,0,0,0,1,0
139,0,0,0,1,0
0,0,1,0,1,0
115,1,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,1
89,0,0,0,1,0
0,0,0,0,0,0
0,0,1,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
116,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,1
458,0,0,0,0,0
0,0,0,0,1,1
0,0,1,0,0,0
0,1,0,0,1,0
0,1,1,1,1,0
0,1,0,0,0,1
172,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,0,0
161,0,0,0,1,1
156,0,0,0,1,0
547,1,0,0,1,0
0,0,0,0,1,0
0,1,0,0,0,0
0,0,1,0,0,1
78,0,0,0,1,0
0,0,0,0,0,1
470,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,0,1
88,1,0,1,1,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,0
304,0,1,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,1,1,1
0,0,0,0,1,0
104,0,1,0,1,0
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
185,0,0,0,0,1
0,0,0,0,1,0
0,1,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
112,0,0,0,1,0
221,0,0,0,1,0
0,0,0,0,0,0
108,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,1,0
211,0,0,0,0,1
0,0,0,0,0,0
169,0,0,0,0,0
0,0,0,0,1,0
105,0,0,0,1,0
129,0,0,0,1,1
0,0,0,0,1,0
224,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
179,0,0,0,0,0
271,0,0,0,0,1
89,0,0,0,1,0
378,1,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,1
0,0,1,1,1,1
113,0,0,1,1,1
0,0,0,0,0,0
0,0,1,0,0,0
0,0,0,0,1,0
176,0,0,0,1,0
0,1,0,0,1,0
76,0,0,0,0,1
117,0,0,0,0,0
314,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
90,0,0,0,0,1
0,0,0,0,1,0
87,0,0,0,0,0
203,0,1,0,0,0
180,0,1,1,1,1
0,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,1,1
0,0,0,0,1,1
230,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
137,0,0,1,1,1
129,0,0,0,1,0
0,0,0,0,0,1
0,0,1,0,0,0
138,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
152,0,0,0,0,0
0,0,0,0,1,0
0,1,0,1,1,1
0,0,0,0,0,0
161,0,0,0,1,1
185,0,0,0,0,0
485,1,1,1,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,1
155,0,0,0,0,0
0,0,0,0,1,0
300,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,1
272,0,0,0,1,0
0,0,0,1,1,1
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,1,1,1,1
0,0,0,0,1,0
144,0,0,0,0,0
94,0,0,0,1,0
0,1,0,0,1,0
0,0,1,0,0,1
90,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,0,0
89,0,0,0,1,0
240,0,0,0,0,1
0,0,0,0,1,1
208,0,0,0,1,0
0,1,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
275,0,0,0,0,0
83,0,0,0,0,0
0,0,0,0,1,1
0,0,1,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,0
115,0,0,0,1,0
0,0,0,0,0,0
0,1,0,0,1,0
0,0,0,0,1,0
131,0,0,0,1,0
78,0,0,0,1,0
122,0,0,0,1,0
211,0,0,0,1,0
100,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,0,0
218,0,0,1,1,1
108,0,0,0,0,1
0,0,0,0,1,0
0,1,0,0,1,0
0,0,0,0,1,1
0,0,1,1,1,1
169,0,0,0,1,0
196,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,1
327,0,1,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
322,0,0,0,0,0
0,0,0,0,0,0
123,0,1,1,1,1
0,0,0,0,1,0
0,0,0,0,1,0
163,1,1,0,0,0
131,0,0,0,0,0
0,0,0,0,1,0
205,0,0,0,0,1
0,1,0,0,0,0
0,0,0,0,0,0
145,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,0
0,1,0,0,0,0
0,0,0,0,0,0
227,0,0,0,0,1
0,0,1,0,1,0
0,0,1,1,1,1
190,0,1,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
239,0,0,0,1,0
282,1,1,1,1,0
0,0,0,0,1,0
85,0,0,0,0,0
0,0,0,0,0,0
160,0,0,0,0,0
103,0,0,0,0,1
0,0,0,0,1,0
207,0,0,0,0,0
364,0,0,0,0,0
0,0,0,0,0,1
0,1,0,0,1,0
0,0,0,0,0,1
0,0,0,0,0,0
449,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
207,0,0,0,1,0
0,0,1,1,1,0
75,0,0,0,1,0
113,0,0,0,1,1
111,0,0,0,0,0
107,0,0,0,1,0
81,0,0,0,1,0
0,0,0,0,0,0
82,0,0,0,1,0
0,0,0,0,1,0
220,0,0,0,0,0
91,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,1
0,1,0,0,0,0
92,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,1
115,0,0,0,0,0
0,0,0,0,1,0
87,0,0,0,1,1
187,0,1,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,1,1,1,1
161,0,0,0,1,1
0,0,0,0,0,1
137,0,0,1,1,1
0,0,1,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
0,1,0,1,1,1
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,1,0,0,0,0
0,0,0,0,0,1
205,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
0,1,0,0,1,0
0,1,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,1,1,1,1
0,0,1,0,1,0
0,0,0,0,0,1
0,0,0,0,1,0
0,0,1,1,1,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,1,0
355,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,1,1,1
0,0,0,0,0,1
0,0,0,0,1,0
0,0,1,0,0,0
0,0,1,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
166,0,0,0,1,0
100,0,0,0,1,0
0,0,0,0,0,1
314,0,0,0,0,1
0,1,0,0,0,0
0,0,0,0,0,0
108,0,0,0,0,0
0,0,0,0,1,0
119,0,1,0,1,0
0,1,0,0,1,0
106,0,1,0,1,0
0,1,0,1,1,1
0,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,1
91,1,0,0,1,0
76,0,0,0,1,1
0,0,0,0,1,0
0,1,0,0,0,0
0,0,0,0,1,1
0,1,0,0,1,0
587,1,1,1,1,1
0,0,1,0,0,0
0,0,0,0,0,0
0,0,0,1,1,1
0,0,1,0,1,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
214,0,0,0,1,0
82,0,0,0,0,0
0,0,0,0,1,0
307,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,1,0
0,0,0,0,0,1
118,0,0,0,0,0
263,0,0,0,1,1
91,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,1,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
88,0,0,0,1,1
75,0,0,0,1,0
0,0,0,0,1,0
81,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,1,1,1,0
193,0,0,0,1,1
0,0,0,0,0,1
81,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
310,0,0,0,0,1
0,0,1,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
127,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
252,0,0,0,1,0
0,0,0,0,1,0
0,0,1,1,1,1
0,0,0,0,0,0
0,0,1,0,1,0
127,0,0,0,0,1
0,0,0,0,0,0
0,0,1,0,1,0
77,0,0,0,1,0
0,0,0,0,0,0
0,0,0,1,1,1
0,0,0,0,1,0
170,1,0,0,0,0
145,0,0,0,0,0
124,0,1,0,1,0
101,0,0,0,0,0
265,0,0,0,0,0
0,0,0,0,1,0
139,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,0,0
0,0,1,0,0,1
0,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
134,0,0,0,0,0
0,0,0,0,1,1
123,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
177,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
305,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
372,1,0,0,0,0
0,0,0,0,1,1
79,0,0,0,1,0
301,1,0,1,1,1
0,0,0,0,1,0
0,0,0,0,0,1
232,0,0,0,1,1
289,0,1,1,1,1
212,1,0,0,1,0
137,0,0,0,1,1
0,0,0,0,1,0
0,1,0,0,0,1
172,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,0,0
250,0,0,0,1,0
0,0,1,0,0,0
84,0,0,0,1,1
130,0,0,0,0,0
115,0,0,0,1,1
0,0,0,0,0,1
305,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,1,0
0,0,1,0,0,0
0,1,1,1,0,1
303,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,1,0,0,1
0,0,0,0,0,0
126,0,0,0,1,1
0,0,1,1,1,0
0,0,0,0,0,0
0,0,1,0,0,0
0,0,0,0,0,1
103,0,0,0,1,0
138,1,0,0,0,1
0,0,0,0,1,0
91,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,1,0
0,0,1,1,1,1
0,0,0,0,1,0
0,0,0,0,1,0
256,0,0,0,0,1
0,0,1,0,0,0
0,0,1,0,1,0
124,0,1,0,0,0
0,0,0,0,1,1
203,1,0,0,1,0
140,1,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,0,0
84,0,0,0,1,0
259,0,0,0,1,1
204,0,0,0,1,0
0,0,0,0,1,0
0,1,0,0,1,0
524,0,0,0,0,1
0,0,1,0,1,0
249,1,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,1
163,0,0,0,0,0
0,0,0,0,1,1
163,0,0,0,1,0
135,0,0,0,0,0
0,0,0,0,0,0
157,0,1,0,1,0
0,1,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
236,0,0,0,1,0
231,1,0,1,1,1
174,0,0,0,0,0
287,0,0,0,1,0
0,0,0,0,1,0
0,1,0,0,0,0
0,0,1,0,0,0
205,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,1,1
0,1,0,1,1,1
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
159,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,1,0
100,0,0,0,0,0
247,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,1
0,0,0,0,1,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
214,0,0,0,0,0
0,0,0,0,0,0
333,0,0,0,1,0
0,0,0,0,1,1
91,0,1,0,0,0
108,0,0,0,1,0
0,0,0,0,0,0
229,0,0,0,1,0
0,0,0,0,1,0
0,0,1,0,1,0
0,0,0,0,1,0
357,1,0,0,0,0
0,0,0,0,1,0
140,0,0,0,1,0
361,0,1,1,1,1
166,0,0,0,1,0
0,0,0,0,1,1
169,0,0,0,1,0
301,1,0,1,1,1
0,0,0,0,0,0
0,0,1,0,1,0
170,0,0,0,0,0
127,0,0,0,0,0
157,0,0,0,0,0
97,0,0,0,1,0
0,0,0,0,1,1
0,1,0,0,1,0
366,0,0,0,1,0
0,1,0,1,1,0
169,0,0,0,1,0
0,0,0,0,1,0
0,0,1,0,0,0
0,1,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,1
136,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
134,0,1,0,1,0
0,0,1,0,1,0
119,0,0,0,1,1
0,0,1,0,1,0
0,1,0,1,1,1
0,1,0,0,1,0
163,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
83,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
294,1,0,1,1,1
141,0,1,0,0,0
103,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,0
0,0,1,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
86,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,1,0
97,1,0,0,0,0
131,0,0,0,0,1
0,1,0,0,1,0
0,0,0,0,0,1
0,1,0,1,1,0
0,0,0,0,0,0
0,0,1,0,0,0
0,1,0,0,1,0
0,0,0,0,1,0
137,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,1,0
329,1,0,0,1,0
182,0,0,0,0,1
0,0,1,0,0,0
142,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,1,0,0,0
0,1,0,0,0,0
0,0,1,0,0,0
167,0,0,0,0,0
196,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,1,0,1,0
111,0,0,0,1,0
0,0,0,0,1,1
137,0,0,0,1,0
0,0,0,0,1,0
184,1,0,0,0,1
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,1
229,1,0,1,1,1
0,0,0,0,0,0
185,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,1,0
83,0,0,0,1,0
442,0,0,0,0,0
0,0,1,0,0,1
0,0,0,0,0,1
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,1,1
132,0,0,0,1,1
0,0,0,0,1,1
233,0,0,0,1,0
0,0,0,0,1,1
196,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,1,0,0,0,1
0,0,0,0,1,1
0,1,0,0,0,0
0,1,0,1,1,1
0,0,0,0,0,0
0,0,0,0,1,0
0,0,1,1,1,1
0,0,0,0,0,0
0,0,0,0,1,0
91,0,1,0,1,0
0,0,1,0,1,0
0,1,1,1,1,0
0,0,1,0,1,0
0,0,0,0,1,0
0,0,0,0,1,1
0,1,0,0,1,0
0,0,0,0,0,0
0,1,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,1
78,0,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,1,1,1,0
0,0,0,0,1,0
215,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,0,1
87,0,0,0,0,0
157,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,1
0,0,1,0,1,0
